GRS66_004213	TIP20	95.810	907	14	10	1	886	143	1046	0.0	1443
GRS66_004213	GLN3	95.810	907	14	10	1	886	591	1494	0.0	1443
GRS66_004213	IRC5	95.810	907	14	10	1	886	1006	1909	0.0	1443
GRS66_004213	UTP20	95.810	907	14	10	1	886	2750	3653	0.0	1443
GRS66_004213	AIM39	95.735	891	14	10	1	870	301	1188	0.0	1413
GRS66_000001	TIP20	97.529	607	7	4	2	600	264	870	0.0	1031
GRS66_000001	AIM39	97.529	607	7	4	2	600	422	1028	0.0	1031
GRS66_000001	GLN3	97.529	607	7	4	2	600	712	1318	0.0	1031
GRS66_000001	IRC5	97.529	607	7	4	2	600	1127	1733	0.0	1031
GRS66_000001	UTP20	97.529	607	7	4	2	600	2871	3477	0.0	1031
GRS66_001529	TIP20	98.071	622	5	3	1	615	323	944	0.0	1075
GRS66_001529	AIM39	98.071	622	5	3	1	615	481	1102	0.0	1075
GRS66_001529	GLN3	98.071	622	5	3	1	615	771	1392	0.0	1075
GRS66_001529	IRC5	98.071	622	5	3	1	615	1186	1807	0.0	1075
GRS66_001529	UTP20	98.071	622	5	3	1	615	2930	3551	0.0	1075
GRS66_002949	TIP20	98.061	619	5	3	1	612	349	967	0.0	1070
GRS66_002949	AIM39	98.061	619	5	3	1	612	507	1125	0.0	1070
GRS66_002949	GLN3	98.061	619	5	3	1	612	797	1415	0.0	1070
GRS66_002949	IRC5	98.061	619	5	3	1	612	1212	1830	0.0	1070
GRS66_002949	UTP20	98.061	619	5	3	1	612	2956	3574	0.0	1070
GRS66_000098	TIP20	98.211	615	4	3	1	608	373	987	0.0	1068
GRS66_000098	AIM39	98.211	615	4	3	1	608	531	1145	0.0	1068
GRS66_000098	GLN3	98.211	615	4	3	1	608	821	1435	0.0	1068
GRS66_000098	IRC5	98.211	615	4	3	1	608	1236	1850	0.0	1068
GRS66_000098	UTP20	98.211	615	4	3	1	608	2980	3594	0.0	1068
NUP49_1	TIP20	93.333	1290	60	15	1	1264	629	1918	0.0	1882
NUP49_1	TIP20	89.791	431	35	6	853	1274	1462	1892	2.10e-154	544
NUP49_1	TIP20	85.867	467	57	7	817	1274	1498	1964	9.97e-138	488
NUP49_1	TIP20	86.010	386	43	8	889	1264	1462	1846	3.72e-112	403
NUP49_1	TIP20	83.683	429	61	6	817	1236	1678	2106	6.22e-110	396
NUP49_1	TIP20	82.495	457	71	7	817	1264	1570	2026	8.04e-109	392
NUP49_1	TIP20	81.481	459	76	7	817	1266	1534	1992	1.36e-101	368
NUP49_1	TIP20	79.913	458	83	7	816	1264	1641	2098	2.30e-89	327
NUP49_1	TIP20	81.026	390	65	5	817	1197	1714	2103	1.39e-81	302
NUP49_1	TIP20	81.948	349	54	7	925	1264	1462	1810	3.91e-77	287
NUP49_1	TIP20	82.166	314	45	8	961	1264	1462	1774	8.51e-69	259
NUP49_1	TIP20	81.191	319	52	5	816	1126	1785	2103	5.12e-66	250
NUP49_1	TIP20	83.544	237	37	2	816	1050	1857	2093	4.02e-57	220
NUP49_1	UTP20	93.333	1290	60	15	1	1264	3236	4525	0.0	1882
NUP49_1	UTP20	86.623	613	61	12	816	1419	4536	5136	0.0	658
NUP49_1	UTP20	89.791	431	35	6	853	1274	4069	4499	2.10e-154	544
NUP49_1	UTP20	85.867	467	57	7	817	1274	4105	4571	9.97e-138	488
NUP49_1	UTP20	85.371	458	58	7	816	1264	4428	4885	4.67e-131	466
NUP49_1	UTP20	83.686	472	68	7	812	1274	4352	4823	3.66e-122	436
NUP49_1	UTP20	83.512	467	68	6	817	1274	4285	4751	2.21e-119	427
NUP49_1	UTP20	86.010	386	43	8	889	1264	4069	4453	3.72e-112	403
NUP49_1	UTP20	82.751	458	70	6	816	1264	4464	4921	4.81e-111	399
NUP49_1	UTP20	82.495	457	71	7	817	1264	4177	4633	8.04e-109	392
NUP49_1	UTP20	83.529	425	61	5	817	1232	4573	4997	1.04e-107	388
NUP49_1	UTP20	81.481	459	76	7	817	1266	4141	4599	1.36e-101	368
NUP49_1	UTP20	81.400	457	76	5	817	1264	4321	4777	1.75e-100	364
NUP49_1	UTP20	80.870	460	79	6	816	1266	4392	4851	3.80e-97	353
NUP49_1	UTP20	79.913	458	83	7	816	1264	4248	4705	2.30e-89	327
NUP49_1	UTP20	82.005	389	61	7	817	1196	4609	4997	1.07e-87	322
NUP49_1	UTP20	83.912	317	43	6	817	1125	4681	4997	6.49e-80	296
NUP49_1	UTP20	81.948	349	54	7	925	1264	4069	4417	3.91e-77	287
NUP49_1	UTP20	82.166	314	45	8	961	1264	4069	4381	8.51e-69	259
NUP49_1	UTP20	81.155	329	53	8	816	1135	4644	4972	1.10e-67	255
NUP49_1	UTP20	81.429	280	47	3	816	1090	4716	4995	3.11e-58	224
NUP49_1	UTP20	83.857	223	35	1	817	1038	4753	4975	2.42e-54	211
NUP49_1	GLN3	94.964	1112	34	12	1	1090	1077	2188	0.0	1724
NUP49_1	GLN3	89.789	284	21	5	853	1128	1910	2193	2.93e-98	357
NUP49_1	GLN3	87.234	282	27	6	889	1161	1910	2191	6.44e-85	313
NUP49_1	GLN3	87.500	248	26	3	817	1059	1946	2193	1.82e-75	281
NUP49_1	GLN3	88.152	211	25	0	817	1027	1982	2192	1.42e-66	252
NUP49_1	GLN3	81.915	282	42	6	961	1233	1910	2191	6.68e-60	230
NUP49_1	IRC5	95.323	1069	31	11	1	1050	1492	2560	0.0	1679
NUP49_1	IRC5	89.076	238	21	3	853	1085	2325	2562	3.02e-78	291
NUP49_1	IRC5	87.815	238	21	5	889	1118	2325	2562	1.09e-72	272
NUP49_1	IRC5	87.500	200	25	0	817	1016	2361	2560	1.86e-60	231
NUP49_1	POP1	92.132	1093	60	15	198	1264	1	1093	0.0	1519
NUP49_1	POP1	86.623	613	61	12	816	1419	1104	1704	0.0	658
NUP49_1	POP1	89.791	431	35	6	853	1274	637	1067	2.10e-154	544
NUP49_1	POP1	85.867	467	57	7	817	1274	673	1139	9.97e-138	488
NUP49_1	POP1	85.371	458	58	7	816	1264	996	1453	4.67e-131	466
NUP49_1	POP1	83.686	472	68	7	812	1274	920	1391	3.66e-122	436
